STATUS | wrapper  | 2013/11/12 12:21:53 | --> Wrapper Started as Console
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Admin [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FAdmin\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Backup [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FBackup\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Cache [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FCache\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Config [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FConfig\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Constraints [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FConstraints\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:55 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/ContentOverview [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FContentOverview\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Export [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FExport\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Federation [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FFederation\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Import [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FImport\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Namespaces [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FNamespaces\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Providers [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FProviders\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/SPARQLFunctions [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FSPARQLFunctions\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/SpecialPages [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FSpecialPages\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/TemplatePages [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FTemplatePages\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Upload [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FUpload\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/UserManagement [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FUserManagement\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/Widgets [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FWidgets\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/WikiDiagnostics [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FWikiDiagnostics\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/admin/WikiManagement [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fadmin%2FWikiManagement\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/history/History [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fhistory%2FHistory\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiStorageBulkServiceImpl.java:313) - bootstrap all wiki pages from folder: .\data\wikiBootstrapGENERAL
INFO   | jvm 1    | 2013/11/12 12:21:56 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/AccessForbidden [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FAccessForbidden\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/Classes [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FClasses\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/Context [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FContext\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/Error/Invalid_URI_Request [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FError%2FInvalid_URI_Request\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/FileNotFound [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FFileNotFound\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/PageNotFound [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FPageNotFound\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/Properties [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2FProperties\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/resource/ [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fresource%2F\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barhorizontal [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarhorizontal\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barhorizontal.default [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarhorizontal.default\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical.3d [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical.3d\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical.default [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical.default\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical.stacked [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical.stacked\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical.stacked100 [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical.stacked100\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barvertical3D [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarvertical3D\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barverticalstacked [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarverticalstacked\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/barverticalstacked100 [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fbarverticalstacked100\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/count [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fcount\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/countdaily [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fcountdaily\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/countmulti [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fcountmulti\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:57 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/line [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fline\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/line.default [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fline.default\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/linemulti [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Flinemulti\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/linemultichart [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Flinemultichart\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/map.default [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fmap.default\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/pie2d.default [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fpie2d.default\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/radar [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fradar\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stacked [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstacked\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stock.countdaily [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstock.countdaily\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stock.line [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstock.line\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stock.multi.landscape [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstock.multi.landscape\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stock.multi.line [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstock.multi.line\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.fluidops.com/settings/stock.step [.\data\wiki\http%3A%2F%2Fwww.fluidops.com%2Fsettings%2Fstock.step\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/1999/02/22-rdf-syntax-ns#Property [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23Property\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2000/01/rdf-schema#Class [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2000%2F01%2Frdf-schema%23Class\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2002/07/owl#AnnotationProperty [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23AnnotationProperty\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2002/07/owl#Class [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23Class\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2002/07/owl#DatatypeProperty [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23DatatypeProperty\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2002/07/owl#ObjectProperty [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23ObjectProperty\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/2002/07/owl#Ontology [.\data\wiki\http%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23Ontology\2010-01-01T00-00-00-000.wiki]
INFO   | jvm 1    | 2013/11/12 12:21:58 |  INFO [serviceMain] (WikiFileStorage.java:107) - Storing revision 2010-01-01T00-00-00-000 of http://www.w3.org/ns/dcat#Dataset [.\data\wiki\http%3A%2F%2Fwww.w3.org%2Fns%2Fdcat%23Dataset\2010-01-01T00-00-00-000.wiki]
